Name: TVBS亚洲, URL: http://38.64.72.148/hls/modn/list/4005/playlist.m3u8, Date: None, Resolution: None, Response Time: 6189ms
Name: Star Movies HD, URL: http://212.102.34.8:9080/StarMoviesHD/video.m3u8, Date: None, Resolution: None, Response Time: 3441ms
Name: 有线新闻, URL: http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8, Date: None, Resolution: None, Response Time: 1240ms
Name: 有线新闻, URL: http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u, Date: None, Resolution: None, Response Time: 1242ms
Name: 岳西综合频道, URL: http://112.30.194.221:20080/live/b62955a9283f4c2ea8ccb96e8ac468bc/hls.m3u8, Date: None, Resolution: None, Response Time: 5433ms
Name: 中视, URL: http://37.27.111.214:8080/live/7/hls.m3u8, Date: None, Resolution: None, Response Time: 3772ms
Name: 耀才财经 (288p), URL: http://202.69.67.66/webcast/bshdlive-pc/playlist.m3u8, Date: None, Resolution: None, Response Time: 5588ms
Name: 耀才财经 (288p), URL: http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8, Date: None, Resolution: None, Response Time: 5623ms
Name: 时尚台FTV, URL: http://80.94.54.42/fashiontv/stream/playlist.m3u8, Date: None, Resolution: None, Response Time: 1325ms
Name: 陕西卫视, URL: http://218.13.170.98:9901/tsfile/live/0136_1.m3u8, Date: None, Resolution: None, Response Time: 6378ms
Name: 内蒙古卫视, URL: http://218.13.170.98:9901/tsfile/live/0109_1.m3u8, Date: None, Resolution: None, Response Time: 6384ms
Name: 天津卫视, URL: http://218.13.170.98:9901/tsfile/live/1008_1.m3u8, Date: None, Resolution: None, Response Time: 6376ms
Name: 艺术人文, URL: http://210.22.75.86:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 4970ms
Name: 宁夏卫视, URL: http://218.13.170.98:9901/tsfile/live/0112_1.m3u8, Date: None, Resolution: None, Response Time: 6386ms
Name: 武汉1新闻综合, URL: http://59.173.243.210:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5203ms
Name: 历史频道, URL: http://213.226.69.130/iptv/BF9GWX8VNPYM9X/231/index.m3u8, Date: None, Resolution: None, Response Time: 1294ms
Name: 耀才财经台, URL: http://202.69.67.66/webcast/bshdlive-pc/playlist.m3u8, Date: None, Resolution: None, Response Time: 1082ms
Name: 耀才财经台, URL: http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8, Date: None, Resolution: None, Response Time: 1113ms
Name: 萬州影視文藝 (576p) [Not 24/7], URL: http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8, Date: None, Resolution: None, Response Time: 5656ms
Name: 耀才财经, URL: http://202.69.67.66/webcast/bshdlive-pc/playlist.m3u8, Date: None, Resolution: None, Response Time: 5592ms
Name: 耀才财经, URL: http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8, Date: None, Resolution: None, Response Time: 5639ms
Name: 万州影视文艺频道, URL: http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8, Date: None, Resolution: None, Response Time: 5288ms
Name: 贵州卫视, URL: http://218.13.170.98:9901/tsfile/live/1014_1.m3u8, Date: None, Resolution: None, Response Time: 6399ms
Name: 娱乐, URL: http://14.204.12.100:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5146ms
Name: 武汉6外语, URL: http://59.173.243.210:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5201ms
Name: 江津新闻综合 (480p), URL: http://222.179.155.21:1935/ch1.m3u8, Date: None, Resolution: None, Response Time: 5835ms
Name: 万州科教频道, URL: http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8, Date: None, Resolution: None, Response Time: 5289ms
Name: 万州综合频道, URL: http://123.146.162.24:8017/iTXwrGs/800/live.m3u8, Date: None, Resolution: None, Response Time: 5294ms
Name: 武汉2电视剧, URL: http://59.173.243.210:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5208ms
Name: 山东生活, URL: http://123.129.70.178:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5137ms
Name: 东奥纪实, URL: http://123.138.216.44:9902/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5188ms
Name: CETV1中国教育电视台一套, URL: http://121.24.98.226:8090/hls/67/index.m3u8, Date: None, Resolution: None, Response Time: 5521ms
Name: 武汉5文体, URL: http://59.173.243.210:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5205ms
Name: 江津经济生活 (480p), URL: http://222.179.155.21:1935/ch0.m3u8, Date: None, Resolution: None, Response Time: 5837ms
Name: 湖北电视台, URL: http://59.173.243.210:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5017ms
Name: 三沙卫视, URL: http://61.138.128.226:19901/tsfile/live/1020_1.m3u8, Date: None, Resolution: None, Response Time: 6390ms
Name: Marcoense FM, URL: http://137.74.160.250:8000/;stream/1, Date: None, Resolution: None, Response Time: 4609ms
Name: 山东少儿, URL: http://123.129.70.178:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5145ms
Name: 都市, URL: http://14.204.12.100:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 4977ms
Name: 江津文化旅游 (576p), URL: http://222.179.155.21:1935/ch2.m3u8, Date: None, Resolution: None, Response Time: 5849ms
Name: Rádio Hertz, URL: http://213.136.92.8:8030/stream, Date: None, Resolution: None, Response Time: 4621ms
Name: 北京萌宠TV, URL: http://218.241.192.50:8808/udp/239.3.1.102:8001, Date: None, Resolution: None, Response Time: 1668ms
Name: 文物宝库, URL: http://111.61.236.247:9081/hls/64/index.m3u8, Date: None, Resolution: None, Response Time: 5142ms
Name: 武术世界, URL: http://111.61.236.247:9081/hls/60/index.m3u8, Date: None, Resolution: None, Response Time: 5138ms
Name: 环球奇观, URL: http://111.61.236.247:9081/hls/63/index.m3u8, Date: None, Resolution: None, Response Time: 5027ms
Name: CHC家庭影院频道, URL: http://58.19.38.162:9901/tsfile/live/1036_1.m3u8, Date: None, Resolution: None, Response Time: 4851ms
Name: 山东影视, URL: http://58.57.21.166:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5144ms
Name: 山东影视, URL: http://58.57.21.166:9901/tsfile/live/1004_1.m3u8, Date: None, Resolution: None, Response Time: 5156ms
Name: 荣昌综合频道, URL: http://183.64.181.25:40023/rongchang01.m3u8, Date: None, Resolution: None, Response Time: 5313ms
Name: 齐鲁, URL: http://124.128.73.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 4970ms
Name: 济南综合, URL: http://124.128.73.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5055ms
Name: 万州三峡移民频道, URL: http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8, Date: None, Resolution: None, Response Time: 5320ms
Name: 黑龙江视, URL: http://58.57.21.166:9901/tsfile/live/0143_1.m3u8, Date: None, Resolution: None, Response Time: 1441ms
Name: 内蒙古视, URL: http://58.57.21.166:9901/tsfile/live/0109_1.m3u8, Date: None, Resolution: None, Response Time: 1486ms
Name: 荣昌综合 (404p) [Not 24/7], URL: http://183.64.181.25:40023/rongchang01.m3u8, Date: None, Resolution: None, Response Time: 5667ms
Name: 北京卡通, URL: http://14.204.12.100:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5211ms
Name: 璧山综合频道, URL: http://222.179.42.129:8181/hls1.m3u8, Date: None, Resolution: None, Response Time: 6335ms
Name: 足球, URL: http://113.57.20.158:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5027ms
Name: FOX Business (1080p), URL: http://41.205.93.154/FOXBUSINESS/index.m3u8, Date: None, Resolution: None, Response Time: 1310ms
Name: Sony Sports Ten 1 HD, URL: http://103.84.57.155:8000/play/a027/index.m3u8, Date: None, Resolution: None, Response Time: 3594ms
Name: Star Sports 2 HD., URL: http://103.84.57.155:8000/play/a026/index.m3u8, Date: None, Resolution: None, Response Time: 3596ms
Name: Movies Now HD, URL: http://103.84.57.155:8000/play/a034/index.m3u8, Date: None, Resolution: None, Response Time: 3582ms
Name: Romedy Now HD, URL: http://103.84.57.155:8000/play/a035/index.m3u8, Date: None, Resolution: None, Response Time: 3581ms
Name: Sony Sports Ten 5., URL: http://103.84.57.155:8000/play/a028/index.m3u8, Date: None, Resolution: None, Response Time: 3595ms
Name: MNX HD, URL: http://103.84.57.155:8000/play/a030/index.m3u8, Date: None, Resolution: None, Response Time: 3583ms
Name: 潇湘电影, URL: http://116.128.242.83:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5114ms
Name: Star Sports 1 HD., URL: http://103.84.57.155:8000/play/a025/index.m3u8, Date: None, Resolution: None, Response Time: 3600ms
Name: 西青新闻综合 (1080p) [Not 24/7], URL: http://221.238.209.44:81/hls/live1.m3u8, Date: None, Resolution: None, Response Time: 5719ms
Name: 纪实科教8K, URL: http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8, Date: None, Resolution: None, Response Time: 3905ms
Name: TVM Internacional, URL: http://196.28.226.121:1935/live/smil:Channel2.smil/playlist.m3u8, Date: None, Resolution: None, Response Time: 4874ms
Name: TVM, URL: http://196.28.226.121:1935/live/smil:Channel1.smil/playlist.m3u8, Date: None, Resolution: None, Response Time: 4875ms
Name: 山西卫视, URL: http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759, Date: None, Resolution: None, Response Time: 6585ms
Name: 公共, URL: http://14.204.12.100:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5189ms
Name: 公共, URL: http://36.35.16.98:9901/tsfile/live/0001_37.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5400ms
Name: 安徽国际, URL: http://36.35.16.98:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5376ms
Name: 经济生活, URL: http://36.35.16.98:9901/tsfile/live/0001_35.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5227ms
Name: 科教, URL: http://36.35.16.98:9901/tsfile/live/0001_39.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5261ms
Name: 影视, URL: http://36.35.16.98:9901/tsfile/live/0001_36.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5426ms
Name: FOX, URL: https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8, Date: None, Resolution: None, Response Time: 6809ms
Name: AIjazeera, URL: http://live-hls-web-aja.getaj.net/AJA/01.m3u8, Date: None, Resolution: None, Response Time: 6870ms
Name: AIjazeera, URL: http://live-hls-web-aja.getaj.net/AJA/02.m3u8, Date: None, Resolution: None, Response Time: 6874ms
Name: Nick Bangla, URL: http://14.102.123.50:5001/live/1341.m3u8, Date: None, Resolution: None, Response Time: 4013ms
Name: Zee Cafe, URL: http://14.102.123.50:5001/live/1319.m3u8, Date: None, Resolution: None, Response Time: 4020ms
Name: Comedy Central HD, URL: http://14.102.123.50:5001/live/1327.m3u8, Date: None, Resolution: None, Response Time: 4035ms
Name: Astro Cricket, URL: http://195.26.87.217/live/00:1A:79:17:C0:71/4048/33317.m3u8, Date: None, Resolution: None, Response Time: 4063ms
Name: History TV 18, URL: http://14.102.123.50:5001/live/146.m3u8, Date: None, Resolution: None, Response Time: 4079ms
Name: KBS, URL: https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8, Date: None, Resolution: None, Response Time: 6943ms
Name: KBS, URL: https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8, Date: None, Resolution: None, Response Time: 6945ms
Name: Sony Wah, URL: http://14.102.123.50:5001/live/1393.m3u8, Date: None, Resolution: None, Response Time: 4108ms
Name: Sony Aath, URL: http://14.102.123.50:5001/live/697.m3u8, Date: None, Resolution: None, Response Time: 4126ms
Name: Colors Cineplex HD, URL: http://14.102.123.50:5001/live/482.m3u8, Date: None, Resolution: None, Response Time: 4199ms
Name: B4U Movies, URL: http://14.102.123.50:5001/live/182.m3u8, Date: None, Resolution: None, Response Time: 4201ms
Name: 江夏新闻, URL: http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd, Date: None, Resolution: None, Response Time: 2185ms
Name: 江夏新闻, URL: http://59.175.226.142:280/gb28181/xwzh.m3u8, Date: None, Resolution: None, Response Time: 2189ms
Name: Colors Infinity SD, URL: http://14.102.123.50:5001/live/1325.m3u8, Date: None, Resolution: None, Response Time: 4217ms
Name: CNA, URL: https://mediacorp-videosbclive.akamaized.net/f4abbc22204c49e2b337203b0ebbf14b/ap-southeast-1/6057994443001/profile_0/chunklist.m3u8, Date: None, Resolution: None, Response Time: 7205ms
Name: 山东体育, URL: http://123.129.70.178:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5147ms
Name: 山东体育, URL: http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5161ms
Name: 山东体育, URL: http://119.163.199.98:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5686ms
Name: 山东体育, URL: http://222.134.245.16:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 6025ms
Name: 中国教育, URL: http://113.57.20.158:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 6249ms
Name: MBC, URL: http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8, Date: None, Resolution: None, Response Time: 7434ms
Name: 综艺, URL: http://36.35.16.98:9901/tsfile/live/0001_38.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 6075ms
Name: CCTV6, URL: http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0, Date: None, Resolution: None, Response Time: 7674ms
Name: 万州三峡移民 (576p) [Not 24/7], URL: http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8, Date: None, Resolution: None, Response Time: 7704ms
Name: 万州综合 (576p) [Not 24/7], URL: http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8, Date: None, Resolution: None, Response Time: 7709ms
Name: 万州科教 (576p), URL: http://123.146.162.24:8013/tslslive/URetCnP/hls/live_sd.m3u8, Date: None, Resolution: None, Response Time: 7743ms
Name: 万州影视 (576p) [Not 24/7], URL: http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8, Date: None, Resolution: None, Response Time: 7750ms
Name: 星河台, URL: https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8, Date: None, Resolution: None, Response Time: 7974ms
Name: 保定三套, URL: http://live.bdgdw.com/channel3/playlist.m3u8?_upt=0645c0b41724490181, Date: None, Resolution: None, Response Time: 7969ms
Name: 保定一套, URL: http://live.bdgdw.com/channel1/playlist.m3u8?_upt=0276a52c1724490169, Date: None, Resolution: None, Response Time: 8022ms
Name: 保定二套, URL: http://live.bdgdw.com/channel2/playlist.m3u8?_upt=da8ea3641719052876, Date: None, Resolution: None, Response Time: 8023ms
Name: 南宁公共频道, URL: http://hls.nntv.cn/nnlive/GGPD_24.m3u8, Date: None, Resolution: None, Response Time: 9512ms
Name: 余杭综合频道, URL: http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8, Date: None, Resolution: None, Response Time: 9627ms
Name: 余姚新闻综合, URL: http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8, Date: None, Resolution: None, Response Time: 9640ms
Name: 南宁新闻综合频道, URL: http://hls.nntv.cn/nnlive/XWZH_24.m3u8, Date: None, Resolution: None, Response Time: 9523ms
Name: 南宁新闻综合频道, URL: https://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8, Date: None, Resolution: None, Response Time: 9717ms
Name: 南宁影视娱乐频道, URL: http://hls.nntv.cn/nnlive/YSYL_244.m3u8, Date: None, Resolution: None, Response Time: 9526ms
Name: 南宁影视娱乐频道, URL: https://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8, Date: None, Resolution: None, Response Time: 9717ms
Name: 南宁都市生活频道, URL: http://hls.nntv.cn/nnlive/WLSH_24.m3u8, Date: None, Resolution: None, Response Time: 9514ms
Name: 南宁都市生活频道, URL: https://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8, Date: None, Resolution: None, Response Time: 9720ms
Name: 余杭未来E频道, URL: http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8, Date: None, Resolution: None, Response Time: 9763ms
Name: 余姚幸福生活, URL: http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8, Date: None, Resolution: None, Response Time: 9766ms
Name: 余姚姚江文化, URL: http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8, Date: None, Resolution: None, Response Time: 9774ms
Name: 浙江国际, URL: http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8, Date: None, Resolution: None, Response Time: 10226ms
Name: 靖江新闻綜合 (480p) [Not 24/7], URL: http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8, Date: None, Resolution: None, Response Time: 5540ms
Name: 靖江新闻綜合 (720p) [Not 24/7], URL: http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8, Date: None, Resolution: None, Response Time: 5539ms
Name: 萬州綜合頻道 (576p), URL: http://123.146.162.24:8017/iTXwrGs/800/live.m3u8, Date: None, Resolution: None, Response Time: 5655ms
Name: 萬州科教頻道 (576p), URL: http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8, Date: None, Resolution: None, Response Time: 5686ms
Name: 萬州三峽移民 (576p), URL: http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8, Date: None, Resolution: None, Response Time: 5663ms
Name: 辽宁公共, URL: http://124.94.193.136:9902/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 4987ms
Name: 第一剧场, URL: http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5015ms
Name: 湖北垄上, URL: http://113.57.20.158:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5081ms
Name: 湖北公共新闻, URL: http://59.173.243.210:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5022ms
Name: 河北经济生活, URL: http://121.19.134.132:808/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5121ms
Name: 河北影视剧, URL: http://121.19.134.132:808/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5124ms
Name: 保定生活健康, URL: http://121.19.134.132:808/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5690ms
Name: 保定公共, URL: http://121.19.134.132:808/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5192ms
Name: CHC电影, URL: http://58.19.38.162:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5732ms
Name: CGTN, URL: http://59.173.183.242:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5196ms
Name: CETV4, URL: http://121.19.134.132:808/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 9990ms
Name: 旅游卫视, URL: http://113.57.20.158:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5266ms
Name: 旅游卫视, URL: http://36.35.16.98:9901/tsfile/live/0001_10.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 5467ms
Name: CGTN纪录, URL: http://113.218.189.26:8081/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5239ms
Name: 河北公共, URL: http://121.19.134.132:808/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 5822ms
Name: 岭南戏曲, URL: http://14.19.179.158:4022/udp/239.77.0.16:5146$LR•IPV4『线路2』, Date: None, Resolution: None, Response Time: 3313ms
Name: 海峡卫视, URL: http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8, Date: None, Resolution: None, Response Time: 3630ms
Name: 穿越火线, URL: http://112.83.136.141:80/live/605964rzzgGEOZHr.flv?302_type=cold_aggr&_session_id=2376164747.n.cn-069f7p.14re_26504&cb_retry=0&did=d010b07dcb997ada9934081c873542f0&domain=tc-tct.douyucdn2.cn&expire=0&fp_user_url=http%3A%2F%2Ftc-tct.douyucdn2.cn%2Fdyliveflv1%2F605964rzzgGEOZHr.flv%3FwsAuth%3D43ef2d796067cbec9c238c73235a1005%26token%3Dcpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964%26logo%3D0%26expire%3D0%26did%3Dd010b07dcb997ada9934081c873542f0%26origin%3Dtct%26vhost%3Dplay1&logo=0&manage_ip=&mir=true&node_id=&origin=tct&pro_type=http&redirect_from=pod.cn-069f7p.14re.nss&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&vhost=tc-tct.douyucdn2.cn&wsAuth=43ef2d796067cbec9c238c73235a1005, Date: None, Resolution: None, Response Time: 1746ms
Name: 凤凰卫视资讯台, URL: http://61.221.215.25:8800/hls/47/index.m3u8, Date: None, Resolution: None, Response Time: 1676ms
